File name: LAI_Global_Database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Associated  documentation: A Global Database of Field-observed Leaf Area Index in Woody Plant Species, 1932-2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missing numeric values are represented by -9999. Missing text fields are blank cells. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference_number,Publication_year,Overstory_LAI_Original,Understory_LAI_Original,Total_LAI_Original,Source,Definition_overstory,Definition_understory,Definition_total,Conversion_factor_overstory,Conversion_factor_understory,Conversion_factor_total,Overstory_LAI_HSA,Understory_LAI_HSA,Total_LAI_HSA,Element_clumping_index_overstory,Element_clumping_index_total,Needle_clumping_index_overstory,Needle_clumping_index_total,Corrected_overstory_LAI_HSA,Corrected_total_LAI_HSA,Method,Method2,Notes_Method,MAT,MAP,Stand_age,Stand_age2,Dominant_species,PFT1,PFT2,PFT3,PFT4,Vegetation_status,Country,Location,Site,Latitude,Longitude,Altitude,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2003,1.9,-9999,1.9,T4,PA,,PA,1.4,-9999,1.4,2.66,-9999,2.66,1,1,1,1,2.66,2.66,D,Allometry,,,610,87,,Pinus ponderosa,TREE,GYMNO,CONIF,EVER,Natural,USA,"Deschues National Forest, Oregon",7 Round Mountain,44.1,-121.3,1380,"Understory is sparse or absent, Regeneration after clear cutting",,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2003,2,-9999,2,T4,PA,,PA,1.4,-9999,1.4,2.8,-9999,2.8,1,1,1,1,2.8,2.8,D,Allometry,,,560,52,,Pinus ponderosa,TREE,GYMNO,CONIF,EVER,Natural,USA,"Deschues National Forest, Oregon",8 Wickiup,44.1,-121.3,1340,"Understory is sparse or absent, Regeneration after clear cutting",,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2003,1.5,-9999,1.5,T4,PA,,PA,1.4,-9999,1.4,2.1,-9999,2.1,1,1,1,1,2.1,2.1,D,Allometry,,,560,63,,Pinus ponderosa,TREE,GYMNO,CONIF,EVER,Natural,USA,"Deschues National Forest, Oregon",9 Sugar Cast,44.1,-121.3,1380,"Understory is sparse or absent, Regeneration after clear cutting",,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2003,2.4,-9999,2.4,T4,PA,,PA,1.4,-9999,1.4,3.36,-9999,3.36,1,1,1,1,3.36,3.36,D,Allometry,,,635,70,,Pinus ponderosa,TREE,GYMNO,CONIF,EVER,Natural,USA,"Deschues National Forest, Oregon",11 Sunriver,44.1,-121.3,1340,"Understory is sparse or absent, Regeneration after clear cutting",,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2003,3.2,-9999,3.2,T4,PA,,PA,1.4,-9999,1.4,4.48,-9999,4.48,1,1,1,1,4.48,4.48,D,Allometry,,,635,34,,Pinus ponderosa,TREE,GYMNO,CONIF,EVER,Plantation,USA,"Deschues National Forest, Oregon",12 Dillon Falls,44.1,-121.3,1380,"Understory is sparse or absent, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2003,1.5,-9999,1.5,T4,PA,,PA,1.4,-9999,1.4,2.1,-9999,2.1,1,1,1,1,2.1,2.1,D,Allometry,,,660,50,,Pinus ponderosa,TREE,GYMNO,CONIF,EVER,Natural,USA,"Deschues National Forest, Oregon",13 Microwave Hill,44.1,-121.3,1310,"Understory is sparse or absent, Regeneration after clear cutting",,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2003,1.9,-9999,1.9,T4,PA,,PA,1.4,-9999,1.4,2.66,-9999,2.66,1,1,1,1,2.66,2.66,D,Allometry,,,635,95,,Pinus ponderosa,TREE,GYMNO,CONIF,EVER,Natural,USA,"Deschues National Forest, Oregon",14 Lookout Mt.,44.1,-121.3,1425,"Understory is sparse or absent, Regeneration after clear cutting",,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2003,1.4,-9999,1.4,T4,PA,,PA,1.4,-9999,1.4,1.96,-9999,1.96,1,1,1,1,1.96,1.96,D,Allometry,,,460,59,,Pinus ponderosa,TREE,GYMNO,CONIF,EVER,Natural,USA,"Deschues National Forest, Oregon",15 Pringle Butte,44.1,-121.3,1400,"Understory is sparse or absent, Regeneration after clear cutting",,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2003,1.8,-9999,1.8,T4,PA,,PA,1.4,-9999,1.4,2.52,-9999,2.52,1,1,1,1,2.52,2.52,D,Allometry,,,460,55,,Pinus ponderosa,TREE,GYMNO,CONIF,EVER,Natural,USA,"Deschues National Forest, Oregon",16 Far East LTSP,44.1,-121.3,1540,"Understory is sparse or absent, Regeneration after clear cutting",,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2003,1.9,-9999,1.9,T4,PA,,PA,1.4,-9999,1.4,2.66,-9999,2.66,1,1,1,1,2.66,2.66,D,Allometry,,,380,61,,Pinus ponderosa,TREE,GYMNO,CONIF,EVER,Natural,USA,"Deschues National Forest, Oregon",17 Far East Juniper,44.1,-121.3,1390,"Understory is sparse or absent, Regeneration after clear cutting",,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2003,2.1,-9999,2.1,T4,PA,,PA,1.4,-9999,1.4,2.94,-9999,2.94,1,1,1,1,2.94,2.94,D,Allometry,,,635,52,,Pinus ponderosa,TREE,GYMNO,CONIF,EVER,Natural,USA,"Deschues National Forest, Oregon",18 Twin Lakes,44.1,-121.3,1345,"Understory is sparse or absent, Regeneration after clear cutting",,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2003,3.1,-9999,3.1,T4,PA,,PA,1.4,-9999,1.4,4.34,-9999,4.34,1,1,1,1,4.34,4.34,D,Allometry,,,710,53,,Pinus ponderosa,TREE,GYMNO,CONIF,EVER,Natural,USA,"Deschues National Forest, Oregon",19 Findly Butte,44.1,-121.3,1600,"Understory is sparse or absent, Regeneration after clear cutting",,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2003,3.2,-9999,3.2,T4,PA,,PA,1.4,-9999,1.4,4.48,-9999,4.48,1,1,1,1,4.48,4.48,D,Allometry,,,890,25,,Pinus ponderosa,TREE,GYMNO,CONIF,EVER,Plantation,USA,"Deschues National Forest, Oregon",20 Lookingout Mixing,44.1,-121.3,1570,"Understory is sparse or absent, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2005,2.86,-9999,2.86,T1,HSA,,HSA,1,-9999,1,2.86,-9999,2.86,1,1,1,1,2.86,2.86,D,Allometry,,13,977,10,,Pinus pinaster,TREE,GYMNO,CONIF,EVER,Natural,France,Landes de Gascogne forest,10 yr,44.73333333,-0.766666667,60,"Dense understory, Originated from seeds of the same provenance, Managed forest",,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2005,2.26,-9999,2.26,T1,HSA,,HSA,1,-9999,1,2.26,-9999,2.26,1,1,1,1,2.26,2.26,D,Allometry,,13,977,32,,Pinus pinaster,TREE,GYMNO,CONIF,EVER,Natural,France,Landes de Gascogne forest,32 yr,44.73333333,-0.766666667,60,"Dense understory, Originated from seeds of the same provenance, Managed forest, Effect of phosphorus fertilization may exist",,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2005,1.78,-9999,1.78,T1,HSA,,HSA,1,-9999,1,1.78,-9999,1.78,1,1,1,1,1.78,1.78,D,Allometry,,13,977,54,,Pinus pinaster,TREE,GYMNO,CONIF,EVER,Natural,France,Landes de Gascogne forest,54 yr,44.73333333,-0.766666667,60,"Dense understory, Originated from seeds of the same provenance, Managed forest",,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2005,1.76,-9999,1.76,T1,HSA,,HSA,1,-9999,1,1.76,-9999,1.76,1,1,1,1,1.76,1.76,D,Allometry,,13,977,91,,Pinus pinaster,TREE,GYMNO,CONIF,EVER,Natural,France,Landes de Gascogne forest,91 yr,44.61666667,-0.566666667,60,"Dense understory, Originated from seeds of the same provenance, Managed forest",,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,1998,3,-9999,3,T1,PA,,PA,1.4,-9999,1.4,4.2,-9999,4.2,1,1,1,1,4.2,4.2,D,Destructive,,9.7,667,36,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Plantation,Germany,Hartheim (South upper Rhine Valley),,47.93333333,7.6,202,"LAI before thinning (LAI = 1.9 after thinning), LAI = 2.6-3.78 in Jaeger and Kessler (1996) Theor Appl Climatol",,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,2006,0.9,0.8,1.7,T3,HSA,HSA,HSA,1,1,1,0.9,0.8,1.7,0.85,0.85,1,1,1.06,1.86,IR,Hemispherical photograph,Hemispherical photograph for understory herbs,14.8,420,,,Quercus ilex,TREE,ANGIO,BROAD,EVER,Not described,Spain,el Monte de El Pardo,Tree dominated zone,40.51194444,-3.740277778,640,"Abandoned open woodland, Small perturbations",,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,2006,0.88,1.13,2.01,T3,HSA,HSA,HSA,1,1,1,0.88,1.13,2.01,0.85,0.85,1,1,1.04,2.17,IR,Hemispherical photograph,Hemispherical photograph for understory herbs,14.8,420,,,Quercus ilex,SHRUB,ANGIO,BROAD,EVER,Not described,Spain,el Monte de El Pardo,Shrub dominated zone,40.51194444,-3.740277778,640,"Abondoned open woodland, Affected by fires in recent decades",,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,1996,3.9,-9999,3.9,Text,HSA,,HSA,1,-9999,1,3.9,-9999,3.9,0.85,0.85,1,1,4.59,4.59,IR,Other indirect,Diffuse light transmittance,13.3,614,,,Quercus ilex,TREE,ANGIO,BROAD,EVER,Natural,Italy,Natural reserve of Bosco Mesola,,44.8,12.36666667,2,"Dense and homogeneous canopy, Regulary coppiced until 1979",,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2001,5.1,0.4,5.5,T1,PA,PA,PA,1,1,1,5.1,0.4,5.5,1,1,1,1,5.1,5.5,D,Litter trap,,10.1,791,80,,"Quercus robur, Fagus sylvatica",TREE,ANGIO,BROAD,DECID,Plantation,Belgium,Aelmoeseneie forest,OAK-BEECH stand,50.96666667,3.8,16,LAI = 5.52 in Mussche (2001) Silva Fennica,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2001,2.5,2,4.5,T1,PA,PA,PA,1,1,1,2.5,2,4.5,1,1,1,1,2.5,4.5,D,Litter trap,,10.1,791,80,,Fraxinus excelsior,TREE,ANGIO,BROAD,DECID,Plantation,Belgium,Aelmoeseneie forest,ASH stand,50.96666667,3.8,16,LAI = 4.53 in Mussche (2001) Silva Fennica,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2005,4.3,1,5.3,"T1, F8",PA,PA,PA,1,1,1,4.3,1,5.3,1,1,1,1,4.3,5.3,O,Direct + Indirect,Litter trap + LAI-2000,8.4,960,,,"Quercus robur, Acer pseudoplatanus",TREE,ANGIO,BROAD,DECID,Plantation,Belgium,Chimay,Control,50.1,4.266666667,260,"Planted in agricultural land in 1892, During 1940's different broad-leaved species were introduced into understory, Declining stand",,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2008,3,-9999,3,F1,HSA,,HSA,1,-9999,1,3,-9999,3,0.85,0.85,1,1,3.53,3.53,IR,Hemispherical photograph,CID Plant canopy anlyzer ,,1400,19,,Acacia mangium,TREE,ANGIO,BROAD,EVER,Plantation,China,"Heshan experimental station, Guangdong",,22.68333333,112.9,-9999,Understory vegetation is very sparse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,1998,5.3,-9999,5.3,Text,PA,,PA,1,-9999,1,5.3,-9999,5.3,1,1,1,1,5.3,5.3,O,Direct + Indirect,Destructive harvesting + Ceptometer,13,570,,,"Quercus ilex, Arbutus unedo, Phyllirea media",TREE,ANGIO,BROAD,EVER,Not described,Spain,"Prades experimental station, Tarragona","Avic catchment, Valley bottom",41.21666667,1.166666667,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,1998,4.6,-9999,4.6,Text,PA,,PA,1,-9999,1,4.6,-9999,4.6,1,1,1,1,4.6,4.6,O,Direct + Indirect,Destructive harvesting + Ceptometer,13,570,,,"Quercus ilex, Arbutus unedo, Phyllirea media",TREE,ANGIO,BROAD,EVER,Not described,Spain,"Prades experimental station, Tarragona","Avic catchment, Ridge top",41.21666667,1.166666667,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,1998,5.1,-9999,5.1,Text,PA,,PA,1,-9999,1,5.1,-9999,5.1,1,1,1,1,5.1,5.1,O,Direct + Indirect,Destructive harvesting + Ceptometer,13,570,,,"Quercus ilex, Arbutus unedo, Phyllirea media",TREE,ANGIO,BROAD,EVER,Not described,Spain,"Prades experimental station, Tarragona",Teula catchment,41.21666667,1.166666667,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2005,3.29,-9999,3.29,F7,HSA,,HSA,1,-9999,1,3.29,-9999,3.29,0.85,0.85,1,1,3.87,3.87,IR,LAI-2000,,,1300,22,,Castanea sativa,TREE,ANGIO,BROAD,DECID,Natural,France,Le Vernel in the Cevennes Mountains,,44.13333333,3.8,700,"LAI value before clear cutting, Managed coppice forest",,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,1998,2.66,-9999,2.66,T1,HSA,,HSA,1,-9999,1,2.66,-9999,2.66,0.85,0.85,1.52,1.52,4.76,4.76,IR,Other indirect,DEMON,,550,64,,Pinus pinaster,TREE,GYMNO,CONIF,EVER,Natural,Portugal,Carrasqueira,,38.83333333,-8.85,24,Natural regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,2010,3.4,-9999,3.4,"Text, F3",HSA,,HSA,1,-9999,1,3.4,-9999,3.4,1,1,1,1,3.4,3.4,IC,Hemispherical photograph,Calibrated against destructive method,22.1,1498,4,,Eucalyptus clone (E. grandis *E. urophylla),TREE,ANGIO,BROAD,EVER,Plantation,Brazil,Sao Paulo state,,-21.58333333,-47.6,761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2007,2.32,-9999,2.32,T3,HSA,,HSA,1,-9999,1,2.32,-9999,2.32,0.85,0.85,1,1,2.73,2.73,IR,LAI-2000,,23,1475,,,Savanna trees and shrubs species,TREE+SHRUB,ANGIO,BROAD,S-DECID,Natural,Brazil,"Gleba Pede-Gigante, Santa Rita do Passa Quatro Municipality",Campo cerrado,-21.61666667,-47.61666667,665,"Wet season LAI, Dry season LAI = 1.15, Open savanna with shrubs and trees in similar proportion",,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2007,2.76,-9999,2.76,T3,HSA,,HSA,1,-9999,1,2.76,-9999,2.76,0.85,0.85,1,1,3.25,3.25,IR,LAI-2000,,23,1475,,,Savanna trees species,TREE,ANGIO,BROAD,S-DECID,Natural,Brazil,"Gleba Pede-Gigante, Santa Rita do Passa Quatro Municipality",Cerrado s.s.,-21.61666667,-47.61666667,665,"Wet season LAI, Dry season LAI = 1.83, Tree savanna",,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2007,2.85,-9999,2.85,T3,HSA,,HSA,1,-9999,1,2.85,-9999,2.85,0.85,0.85,1,1,3.35,3.35,IR,LAI-2000,,23,1475,,,Savanna trees species,TREE,ANGIO,BROAD,S-DECID,Natural,Brazil,"Gleba Pede-Gigante, Santa Rita do Passa Quatro Municipality",Cerradao,-21.61666667,-47.61666667,665,"Wet season LAI, Dry season LAI = 1.89, Nearly closed savanna or woodland",,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2004,2.1,-9999,2.1,F2,HSA,,HSA,1,-9999,1,2.1,-9999,2.1,0.85,0.85,1.52,1.52,3.76,3.76,IR,Hemispherical photograph,,,724,50,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Not described,Finland,"Huhus, north of Merkrijarvi Research station",,62.86666667,30.81666667,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,1992,7,-9999,7,Text,PA,,PA,1,-9999,1,7,-9999,7,1,1,1,1,7,7,O,Litter trap (Evergreen),,9.4,2216,400,,Nothofagus fusca,TREE,ANGIO,BROAD,EVER,Natural,New Zealand,Maruia (south island of NZ),,-42.21666667,172.25,400,Undisturbed forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2004,-9999,-9999,1.05,T1,PA,,PA,-9999,-9999,1,-9999,-9999,1.05,-9999,1,-9999,1,-9999,1.05,D,Destructive,Quadrat harvesting,,618,,,Scaevola plumieri,SHRUB,ANGIO,BROAD,EVER,Natural,South Africa,"Foredunes at the mouth of the Old Woman's River, Eastern Cape",,-33.48305556,27.14694444,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,1988,10.6,-9999,10.6,T2,PA,,PA,1.15,-9999,1.15,12.19,-9999,12.19,1,1,1,1,12.19,12.19,D,Allometry,Sapwood area,,997.6,30,,Picea abies,TREE,GYMNO,CONIF,EVER,Plantation,Germany,"Wulfersreuth, Fichtelgebrige",Healthy,50.05,11.74166667,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,1988,11.9,-9999,11.9,T2,PA,,PA,1.15,-9999,1.15,13.69,-9999,13.69,1,1,1,1,13.69,13.69,D,Allometry,Sapwood area,,1108.6,30,,Picea abies,TREE,GYMNO,CONIF,EVER,Plantation,Germany,"Oberwarmensteinach, Fichtelgebrige",Declining,50,11.8,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,1995,1.42,-9999,1.42,F2,HSA,,HSA,1,-9999,1,1.42,-9999,1.42,1,1,1,1,1.42,1.42,IC,LAI-2000,"Calibrated against direct methods, previously (Harrington and Fownes 1995 J App Ecol)",,850,,,Acacia koa,TREE,ANGIO,BROAD,EVER,Natural,USA,"Kauai island, Hawaii",Makaha 1,22.13,-159.73,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,1995,3.46,-9999,3.46,F2,HSA,,HSA,1,-9999,1,3.46,-9999,3.46,1,1,1,1,3.46,3.46,IC,LAI-2000,"Calibrated against direct methods, previously (Harrington and Fownes 1995 J App Ecol)",,1000,,,Acacia koa,TREE,ANGIO,BROAD,EVER,Natural,USA,"Kauai island, Hawaii",Makaha 2,22.13,-159.72,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,1995,1.7,-9999,1.7,F2,HSA,,HSA,1,-9999,1,1.7,-9999,1.7,1,1,1,1,1.7,1.7,IC,LAI-2000,"Calibrated against direct methods, previously (Harrington and Fownes 1995 J App Ecol)",,1165,,,Acacia koa,TREE,ANGIO,BROAD,EVER,Natural,USA,"Kauai island, Hawaii",Milolii,22.13,-159.7,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,1995,2.48,-9999,2.48,F2,HSA,,HSA,1,-9999,1,2.48,-9999,2.48,1,1,1,1,2.48,2.48,IC,LAI-2000,"Calibrated against direct methods, previously (Harrington and Fownes 1995 J App Ecol)",,1270,,,Acacia koa,TREE,ANGIO,BROAD,EVER,Natural,USA,"Kauai island, Hawaii",Puu Opae,22.06,-159.68,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,1995,5.34,-9999,5.34,F2,HSA,,HSA,1,-9999,1,5.34,-9999,5.34,1,1,1,1,5.34,5.34,IC,LAI-2000,"Calibrated against direct methods, previously (Harrington and Fownes 1995 J App Ecol)",,1750,,,Acacia koa,TREE,ANGIO,BROAD,EVER,Natural,USA,"Kauai island, Hawaii",Kumuwela,22.12,-159.65,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,1995,4.06,-9999,4.06,F2,HSA,,HSA,1,-9999,1,4.06,-9999,4.06,1,1,1,1,4.06,4.06,IC,LAI-2000,"Calibrated against direct methods, previously (Harrington and Fownes 1995 J App Ecol)",,1800,,,Acacia koa,TREE,ANGIO,BROAD,EVER,Natural,USA,"Kauai island, Hawaii",Halemanu,22.13,-159.66,1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,2007,0.56,-9999,0.56,F2,HSA,,HSA,1,-9999,1,0.56,-9999,0.56,0.85,0.85,1,1,0.66,0.66,IR,Hemispherical photograph,Hemi View,,,,,Avicennia marina,MANG,ANGIO,BROAD,EVER,Natural,New Zealand,"Waikopua, North Island",Low sedimentation (Control),-36.93333333,174.95,0,"Means of Fringe and Dwarf, Less influence of land use change",,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,2007,1.06,-9999,1.06,F2,HSA,,HSA,1,-9999,1,1.06,-9999,1.06,0.85,0.85,1,1,1.24,1.24,IR,Hemispherical photograph,Hemi View,,,,,Avicennia marina,MANG,ANGIO,BROAD,EVER,Natural,New Zealand,"Wahangapoua estuary, North Island",High sedimentation (Control),-36.71666667,175.6166667,0,"Means of Fringe and Dwarf, High rates of sediment deposition due to land use change",,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1999,1.52,-9999,1.52,F2C,HSA,,HSA,1,-9999,1,1.52,-9999,1.52,1,1,1,1,1.52,1.52,D,Allometry,Additional LAI measurements in 1998 with LAI-2000,-3.7,493,14,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Natural,Russia,Eastern edge of the West Siberian low land (40 km west of the Yenisei River),Lichen site - Undisturbed,60.74466667,89.43866667,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1999,1.34,-9999,1.34,F2C,HSA,,HSA,1,-9999,1,1.34,-9999,1.34,1,1,1,1,1.34,1.34,D,Allometry,Additional LAI measurements in 1998 with LAI-2000,-3.7,493,28,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Natural,Russia,Eastern edge of the West Siberian low land (40 km west of the Yenisei River),Lichen site - Undisturbed,60.72433333,89.148,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1999,1.44,-9999,1.44,F2C,HSA,,HSA,1,-9999,1,1.44,-9999,1.44,1,1,1,1,1.44,1.44,D,Allometry,Additional LAI measurements in 1998 with LAI-2000,-3.7,493,31,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Natural,Russia,Eastern edge of the West Siberian low land (40 km west of the Yenisei River),Lichen site - Undisturbed,60.72783333,89.15633333,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1999,1.8,-9999,1.8,F2C,HSA,,HSA,1,-9999,1,1.8,-9999,1.8,1,1,1,1,1.8,1.8,D,Allometry,Additional LAI measurements in 1998 with LAI-2000,-3.7,493,54,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Natural,Russia,Eastern edge of the West Siberian low land (40 km west of the Yenisei River),Lichen site - Undisturbed,60.72433333,89.1535,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1999,1.39,-9999,1.39,F2C,HSA,,HSA,1,-9999,1,1.39,-9999,1.39,1,1,1,1,1.39,1.39,D,Allometry,Additional LAI measurements in 1998 with LAI-2000,-3.7,493,95,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Natural,Russia,Eastern edge of the West Siberian low land (40 km west of the Yenisei River),Lichen site - Undisturbed,60.75766667,89.41083333,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1999,1.91,-9999,1.91,F2C,HSA,,HSA,1,-9999,1,1.91,-9999,1.91,1,1,1,1,1.91,1.91,D,Allometry,Additional LAI measurements in 1998 with LAI-2000,-3.7,493,67,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Natural,Russia,Eastern edge of the West Siberian low land (40 km west of the Yenisei River),Lichen site - Disturbed,60.7225,89.14133333,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1999,1.3,-9999,1.3,F2C,HSA,,HSA,1,-9999,1,1.3,-9999,1.3,1,1,1,1,1.3,1.3,D,Allometry,Additional LAI measurements in 1998 with LAI-2000,-3.7,493,130,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Natural,Russia,Eastern edge of the West Siberian low land (40 km west of the Yenisei River),Lichen site - Disturbed,60.75233333,89.42016667,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1999,1.28,-9999,1.28,F2C,HSA,,HSA,1,-9999,1,1.28,-9999,1.28,1,1,1,1,1.28,1.28,D,Allometry,Additional LAI measurements in 1998 with LAI-2000,-3.7,493,138,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Natural,Russia,Eastern edge of the West Siberian low land (40 km west of the Yenisei River),Lichen site - Disturbed,60.723,89.13616667,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1999,1.28,-9999,1.28,F2C,HSA,,HSA,1,-9999,1,1.28,-9999,1.28,1,1,1,1,1.28,1.28,D,Allometry,Additional LAI measurements in 1998 with LAI-2000,-3.7,493,200,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Natural,Russia,Eastern edge of the West Siberian low land (40 km west of the Yenisei River),Lichen site - Disturbed,60.75066667,89.389,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1999,1.53,-9999,1.53,F2C,HSA,,HSA,1,-9999,1,1.53,-9999,1.53,1,1,1,1,1.53,1.53,D,Allometry,Additional LAI measurements in 1998 with LAI-2000,-3.7,493,204,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Natural,Russia,Eastern edge of the West Siberian low land (40 km west of the Yenisei River),Lichen site - Disturbed,60.7235,89.1495,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1999,1.45,-9999,1.45,F2C,HSA,,HSA,1,-9999,1,1.45,-9999,1.45,1,1,1,1,1.45,1.45,D,Allometry,Additional LAI measurements in 1998 with LAI-2000,-3.7,493,383,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Natural,Russia,Eastern edge of the West Siberian low land (40 km west of the Yenisei River),Lichen site - Disturbed,60.72433333,89.13983333,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1999,1.07,-9999,1.07,F2C,HSA,,HSA,1,-9999,1,1.07,-9999,1.07,1,1,1,1,1.07,1.07,D,Allometry,Additional LAI measurements in 1998 with LAI-2000,-3.7,493,50,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Natural,Russia,Eastern edge of the West Siberian low land (40 km west of the Yenisei River),Lichen site - Woodlands,60.71566667,89.13183333,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1999,0.89,-9999,0.89,F2C,HSA,,HSA,1,-9999,1,0.89,-9999,0.89,1,1,1,1,0.89,0.89,D,Allometry,Additional LAI measurements in 1998 with LAI-2000,-3.7,493,215,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Natural,Russia,Eastern edge of the West Siberian low land (40 km west of the Yenisei River),Lichen site - Woodlands,60.73383333,89.163,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1999,1.16,-9999,1.16,F2C,HSA,,HSA,1,-9999,1,1.16,-9999,1.16,1,1,1,1,1.16,1.16,D,Allometry,Additional LAI measurements in 1998 with LAI-2000,-3.7,493,235,,Pinus sylvestris,TREE,GYMNO,CONIF,EVER,Natural,Russia,Eastern edge of the West Siberian low land (40 km west of the Yenisei River),Lichen site - Woodlands,60.75133333,89.1445,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
